kitchen,مطبخ,مەتبەخ,Kebab,وجبات المشاوي,کەباب,Opium poppy kebab,کباب خشخاشی,کباب خەشخاش,10000
kitchen,مطبخ,مەتبەخ,Kebab,وجبات المشاوي,کەباب,Izmirain kebab,کباب ازمرلي,کباب ئیزمیری,10000
kitchen,مطبخ,مەتبەخ,Kebab,وجبات المشاوي,کەباب,Mushroom kebab,کباب بالفطر,کباب بە کوارگ,10000
kitchen,مطبخ,مەتبەخ,Kebab,وجبات المشاوي,کەباب,Shish tawook,شیشی طاوق,تکەی مریشک,8000
kitchen,مطبخ,مەتبەخ,Kebab,وجبات المشاوي,کەباب,Beef tikka,شقف مشویة,تکەی گۆشت,10000
kitchen,مطبخ,مەتبەخ,Kebab,وجبات المشاوي,کەباب,Lamp chops,کئلیته مشویة,بەرزولە,16000
kitchen,مطبخ,مەتبەخ,Kebab,وجبات المشاوي,کەباب,Grilled wings,جوانح مشویة,باڵی مریشک,8000
kitchen,مطبخ,مەتبەخ,Kebab,وجبات المشاوي,کەباب,Half grilled chicken,نصف دجاج مشویة,نیو مریشکی برژاو,7000
kitchen,مطبخ,مەتبەخ,Kebab,وجبات المشاوي,کەباب,Grilled chicken,دجاج مشویة,مریشکی برژاو,14000
kitchen,مطبخ,مەتبەخ,Kebab,وجبات المشاوي,کەباب,Casa Maria,ماریا,ماریا,7000
kitchen,مطبخ,مەتبەخ,Kebab,وجبات المشاوي,کەباب,Avayes,عرایس,عەرایس,7000
kitchen,مطبخ,مەتبەخ,Sea Food,وجبات االسمك,خواردنی دەریایی,Fish meuniere,فیلیة سمك مونییر,ماسی مانوێڕی,10000
kitchen,مطبخ,مەتبەخ,Sea Food,وجبات االسمك,خواردنی دەریایی,Fish pane,فیلیة سمك بانیه,ماسی پانی,10000
kitchen,مطبخ,مەتبەخ,Sea Food,وجبات االسمك,خواردنی دەریایی,Fish zinger,فیلیة سمك زنجار,زینگەری ماسی,10000
kitchen,مطبخ,مەتبەخ,Sea Food,وجبات االسمك,خواردنی دەریایی,Saint tropez fish,فیلیة سمك سان تروبیز,ماسی سانت ترۆپێر,10000
kitchen,مطبخ,مەتبەخ,Sea Food,وجبات االسمك,خواردنی دەریایی,Fish curry,فیلیة سمک بالکاري,ماسی بەکاری,10000
kitchen,مطبخ,مەتبەخ,Sea Food,وجبات االسمك,خواردنی دەریایی,Grilled salmon,سلمون مشوي,سەلەمونی برژاو,20000
kitchen,مطبخ,مەتبەخ,Sea Food,وجبات االسمك,خواردنی دەریایی,Shrimp,جمیري,رۆبیان,20000
kitchen,مطبخ,مەتبەخ,Sea Food,وجبات االسمك,خواردنی دەریایی,Sardine Fish,سمك سردین,ماسی دەریایی بچووک,10000
kitchen,مطبخ,مەتبەخ,Pasta,باسته,پاستا,Spaghetti bolognese,سباغیتی بولونیز,سپاگێتی بۆلۆنێز,8000
kitchen,مطبخ,مەتبەخ,Pasta,باسته,پاستا,Fettuccine alfredo,فیتوتشیني الفریدو,فێتوچینی ئالفرێدۆ,10000
kitchen,مطبخ,مەتبەخ,Pasta,باسته,پاستا,Penne Arrabiata,بیني اربیتا,پێنی ئەرەبیاتا,8000
kitchen,مطبخ,مەتبەخ,Pasta,باسته,پاستا,Lasagne,لازینا,لازانیا,10000
kitchen,مطبخ,مەتبەخ,Pasta,باسته,پاستا,Noodles,نودلز باستا,نودل,12000
kitchen,مطبخ,مەتبەخ,Pasta,باسته,پاستا,Indonesian,جاویە باستا,ئەندەنوزی,12000
kitchen,مطبخ,مەتبەخ,Cold Appetizers,المقبلات البارده,موقەبیلاتی سار,Hummus,حومص,حومس,4000
kitchen,مطبخ,مەتبەخ,Cold Appetizers,المقبلات البارده,موقەبیلاتی سار,Hummus Beiruti,حمص بیروتي,حومس بەیروتی,4000
kitchen,مطبخ,مەتبەخ,Cold Appetizers,المقبلات البارده,موقەبیلاتی سار,Baba Ghanoush,باباغنوج,بابا غەنوش,4000
kitchen,مطبخ,مەتبەخ,Cold Appetizers,المقبلات البارده,موقەبیلاتی سار,Muhammara,محمرة,موحەمەرە,4000
kitchen,مطبخ,مەتبەخ,Cold Appetizers,المقبلات البارده,موقەبیلاتی سار,Eggplant,بازنجانیة,باینجانی,4000
kitchen,مطبخ,مەتبەخ,Cold Appetizers,المقبلات البارده,موقەبیلاتی سار,Yalanji,یالنجي,بەڵگە مێو,6000
kitchen,مطبخ,مەتبەخ,Cold Appetizers,المقبلات البارده,موقەبیلاتی سار,Cig Kofte,کبة نیة,کوبە نییە,7000
